year,lga,state,fpi_score,annual_rainfall_mm,population_exposed_thousands
2025,Hawul,Borno,1.601372209,229,194
2025,Hong,Adamawa,1.359881228,110,175
2025,Ibadan North,Oyo,5.71924305,981,75
2025,Ibadan North-East,Oyo,6.012754321,368,97
2025,Ibadan North-West,Oyo,6.11114037,511,55
2025,Ibadan South-East,Oyo,5.98099184,878,146
2025,Ibadan South-West,Oyo,6.339645863,678,110
2025,Ibaji,Kogi,9.277356126,574,184
2025,Ibarapa Central,Oyo,5.685471237,181,153
2025,Ibarapa East,Oyo,5.590374646,794,166
2025,Ibarapa North,Oyo,5.140885623,301,52
2025,Ibeju-Lekki,Lagos,7.040174961,929,172
2025,Ibeno,Akwa Ibom,4.623520931,933,67
2025,Ibesikpo Asutan,Akwa Ibom,5.921656472,925,61
2025,Ibi,Taraba,5.982869436,826,173
2025,Ibiono Ibom,Akwa Ibom,6.594928741,682,170
2025,Idah,Kogi,9.282663536,390,146
2025,Idanre,Ondo,7.777892253,540,104
2025,Ideato North,Imo,8.705370267,968,163
2025,Ideato South,Imo,8.648309469,124,102
2025,Idemili North,Anambra,8.94687295,768,51
2025,Idemili South,Anambra,8.933508555,561,85
2025,Ido,Oyo,5.91847093,491,50
2025,Ido/Osi,Ekiti,6.599730074,296,183
2025,Ifako-Ijaiye,Lagos,6.082385063,590,138
2025,Ife Central,Osun,6.385024786,749,192
2025,Ife East,Osun,6.636776788,413,113
2025,Ife North,Osun,6.753705962,344,107
2025,Ife South,Osun,6.970044095,112,68
2025,Ifedayo,Osun,5.988840294,138,84
2025,Ifedore,Ondo,7.205648422,116,162
2025,Ifelodun,Kwara,5.320692788,757,164
2025,Ifelodun,Osun,5.834572911,766,50
2025,Ifo,Ogun,6.636287521,116,190
2025,Igabi,Kaduna,4.793639978,648,107
2025,Igalamela/Odolu,Kogi,9.230809895,454,155
2025,Igbo Etiti,Enugu,9.239399052,870,70
2025,Igbo Eze North,Enugu,9.209883213,181,86
2025,Igbo Eze South,Enugu,9.363427321,889,77
2025,Igueben,Edo,9.061741257,384,137
2025,Ihiala,Anambra,8.612864494,251,76
2025,Ihitte/Uboma,Imo,8.224805832,789,131
2025,Ijebu East,Ogun,7.23160615,346,114
2025,Ijebu North,Ogun,6.883111477,718,113
2025,Ijebu North East,Ogun,7.075822626,812,113
2025,Ijebu Ode,Ogun,7.143236256,617,105
2025,Ijero,Ekiti,6.387413343,343,112
2025,Ijumu,Kogi,7.694863996,943,142
2025,Ika,Akwa Ibom,6.619548798,280,71
2025,Ika North East,Delta,8.927984683,954,189
2025,Ika South,Delta,8.901964256,881,81
2025,Ikara,Kaduna,4.760185019,793,132
2025,Ikeduru,Imo,8.136187553,792,103
2025,Ikeja,Lagos,6.744107485,373,80
2025,Ikenne,Ogun,7.120322466,500,168
2025,Ikere,Ekiti,7.291318258,395,191
2025,Ikole,Ekiti,6.918832779,783,164
2025,Ikom,Cross River,7.238117948,851,200
2025,Ikono,Akwa Ibom,6.886891305,949,126
2025,Ikorodu,Lagos,6.894819975,614,152
2025,Ikot Abasi,Akwa Ibom,5.450689939,579,129
2025,Ikot Ekpene,Akwa Ibom,6.795798143,474,105
2025,Ikpoba Okha,Edo,8.2907312,264,52
2025,Ikwerre,Rivers,7.210228941,528,146
2025,Ikwo,Ebonyi,7.885342391,987,120
2025,Ikwuano,Abia,7.30938679,902,173
2025,Ila,Osun,6.035999715,621,198
2025,Ilaje,Ondo,7.362758279,795,198
2025,Ile Oluji/Okeigbo,Ondo,7.129501751,851,121
2025,Ilejemeje,Ekiti,6.554099941,426,65
2025,Ilesa East,Osun,6.614795446,527,114
2025,Ilesa West,Osun,6.14504838,755,101
2025,Illela,Sokoto,2.522764042,431,186
2025,Ilorin East,Kwara,4.942026107,137,100
2025,Ilorin South,Kwara,4.98404628,805,77
2025,Ilorin West,Kwara,4.593010998,339,111
2025,Imeko Afon,Ogun,5.058378489,671,116
2025,Ingawa,Katsina,4.199492102,855,51
2025,Ini,Akwa Ibom,7.251889962,806,175
2025,Ipokia,Ogun,6.035230041,940,52
2025,Irele,Ondo,7.675749715,495,132
2025,Irepo,Oyo,3.608473701,476,159
2025,Irepodun,Kwara,5.8124151,607,181
2025,Irepodun,Osun,6.039192677,590,105
2025,Irepodun/Ifelodun,Ekiti,6.855541316,730,69
2025,Irewole,Osun,6.561946074,781,173
2025,Isa,Sokoto,3.206312633,861,170
2025,Ise/Orun,Ekiti,7.47124848,936,158
2025,Iseyin,Oyo,4.961473375,995,66
2025,Ishielu,Ebonyi,8.655857901,795,138
2025,Isi Uzo,Enugu,9.004124747,484,186
2025,Isiala Ngwa North,Abia,7.448083878,727,139
2025,Isiala Ngwa South,Abia,7.537810273,263,61
2025,Isiala Mbano,Imo,8.431009865,306,166
2025,Isin,Kwara,5.745294049,139,59
2025,Isuikwuato,Abia,8.300983906,304,51
2025,Isokan,Osun,6.673626593,721,89
2025,Isoko North,Delta,8.041495442,776,137
2025,Isoko South,Delta,7.714654077,216,173
2025,Isu,Imo,8.06005621,828,51
2025,Itas/Gadau,Bauchi,3.567450775,491,181
2025,Itesiwaju,Oyo,4.34349803,531,149
2025,Itu,Akwa Ibom,6.367971611,211,104
2025,Ivo,Ebonyi,8.239893675,502,188
2025,Iwajowa,Oyo,4.457377492,118,122
2025,Iwo,Osun,6.065860536,989,159
2025,Izzi,Ebonyi,8.195726199,576,118
2025,Jaba,Kaduna,5.99623099,244,174
2025,Jada,Adamawa,2.936664047,446,154
2025,Jahun,Jigawa,3.90725174,745,52
2025,Jakusko,Yobe,2.626268546,961,198
2025,Jalingo,Taraba,3.421869482,142,196
2025,Jama'are,Bauchi,3.598435203,898,182
2025,Jega,Kebbi,3.031657784,756,130
2025,Jema'a,Kaduna,6.024844368,859,173
2025,Jere,Borno,1.283276056,692,55
2025,Jibia,Katsina,3.752051718,555,127
2025,Jos East,Plateau,4.934116588,237,65
2025,Jos North,Plateau,5.06968236,272,129
2025,Jos South,Plateau,5.295143253,496,193
2025,Kabba/Bunu,Kogi,7.538028787,174,61
2025,Kabo,Kano,4.495527165,604,186
2025,Kachia,Kaduna,5.459137807,503,153
2025,Kaduna North,Kaduna,4.978135109,899,73
2025,Kaduna South,Kaduna,4.871999979,115,84
2025,Kafin Hausa,Jigawa,3.575095049,261,59
2025,Kafur,Katsina,4.637902982,278,192
2025,Kaga,Borno,1.640180092,462,93
2025,Kagarko,Kaduna,5.904425812,786,185
2025,Kaiama,Kwara,3.293055774,932,133
2025,Kaita,Katsina,3.58378343,549,161
2025,Kajola,Oyo,4.64616847,653,149
2025,Kajuru,Kaduna,5.053225111,311,97
2025,Kala/Balge,Borno,1.019446872,254,169
2025,Kalgo,Kebbi,2.833100045,303,91
2025,Kaltungo,Gombe,2.555510325,610,192
2025,Kanam,Plateau,4.338868807,879,196
2025,Kankara,Katsina,4.473890354,757,115
2025,Kanke,Plateau,4.967809852,783,186
2025,Kankia,Katsina,4.233042538,845,156
2025,Kano Municipal,Kano,4.333673835,898,186
2025,Karasuwa,Yobe,2.441804855,759,54
2025,Karaye,Kano,4.702257919,466,124
2025,Karim-Lamido,Taraba,3.772949182,205,117
2025,Karu,Nasarawa,6.589554112,986,87
2025,Katagum,Bauchi,3.279900185,862,147
2025,Katcha,Niger,5.669114996,395,65
2025,Katsina,Katsina,3.851369262,326,53
2025,Katsina Ala,Benue,6.866249632,291,116
2025,Kaugama,Jigawa,3.524335577,196,103
2025,Kaura,Kaduna,5.617039998,412,173
2025,Kaura Namoda,Zamfara,3.933467666,419,112
2025,Kauru,Kaduna,5.101654253,602,185
2025,Kazaure,Jigawa,4.162054907,258,100
2025,Keana,Nasarawa,7.315455608,422,119
2025,Kebbe,Sokoto,3.118343332,727,134
2025,Keffi,Nasarawa,6.807447751,241,200
2025,Khana,Rivers,5.75266465,455,105
2025,Kibiya,Kano,4.634519875,906,150
2025,Kirfi,Bauchi,3.237011456,284,134
2025,Kiri Kasama,Jigawa,3.122838783,430,183
2025,Kiru,Kano,4.78380309,453,78
2025,Kiyawa,Jigawa,3.924246241,480,199
2025,Kogi,Kogi,7.966941269,935,140
2025,Koko/Besse,Kebbi,2.95859135,607,190
2025,Kokona,Nasarawa,6.968091488,516,198
2025,Kolokuma/Opokuma,Bayelsa,7.169524193,162,110
2025,Konduga,Borno,1.344949795,872,116
2025,Konshisha,Benue,7.962646203,559,117
2025,Kontagora,Niger,3.797761925,778,188
2025,Kosofe,Lagos,6.985984087,570,150
2025,Kubau,Kaduna,4.687104166,368,128
2025,Kudan,Kaduna,4.66060404,543,108
2025,Kuje,Federal Capital Territory,7.160971983,611,110
2025,Kukawa,Borno,1.091633006,206,188
2025,Kumbotso,Kano,4.46983846,238,138
2025,Kunchi,Kano,4.338135506,372,154
2025,Kura,Kano,4.627474853,417,187
2025,Kurfi,Katsina,4.008067595,841,163
2025,Kurmi,Taraba,5.647922256,535,111
2025,Kusada,Katsina,4.297068298,550,173
2025,Kwali,Federal Capital Territory,6.849179419,988,156
2025,Kwami,Gombe,2.443215817,608,80
2025,Kwande,Benue,6.884871019,587,107
2025,Kware,Sokoto,2.940913291,132,195
2025,Kwaya Kusar,Borno,1.956156477,340,67
2025,Lafia,Nasarawa,6.706778821,245,137
2025,Lagelu,Oyo,6.140279553,182,108
2025,Lagos Island,Lagos,6.935433706,197,149
2025,Lagos Mainland,Lagos,6.578178406,645,94
2025,Lamurde,Adamawa,2.592884773,128,50
2025,Langtang North,Plateau,5.147907593,695,190
2025,Langtang South,Plateau,5.708755004,152,105
2025,Lapai,Niger,6.739013363,785,59
2025,Lau,Taraba,3.20207998,216,95
2025,Lavun,Niger,4.59538729,900,171
2025,Lere,Kaduna,4.873698943,940,196
2025,Logo,Benue,7.218834617,848,157
2025,Lokoja,Kogi,7.546572885,269,150
2025,Machina,Yobe,2.867553594,840,66
2025,Madagali,Adamawa,1.110450999,942,120
2025,Madobi,Kano,4.479417018,705,74
2025,Mafa,Borno,1.261094623,412,124
2025,Magama,Niger,3.360571218,998,101
2025,Magumeri,Borno,1.581827256,551,69
2025,Mai'adua,Katsina,3.743760884,133,122
2025,Maiduguri,Borno,1.342935244,970,196
2025,Maigatari,Jigawa,3.464809863,989,53
2025,Maiha,Adamawa,1.37556557,264,112
2025,Maiyama,Kebbi,2.96799708,723,51
2025,Makoda,Kano,4.141193597,425,167
2025,Makurdi,Benue,7.961428165,875,100
2025,Malam Madori,Jigawa,3.239722795,681,117
2025,Malumfashi,Katsina,4.57530394,581,60
2025,Mangu,Plateau,5.408473034,972,99
2025,Mani,Katsina,3.854427618,265,149
2025,Maradun,Zamfara,3.574971783,420,143
2025,Mariga,Niger,3.921359301,934,161
2025,Makarfi,Kaduna,4.795918597,195,92
2025,Marte,Borno,1.252496899,850,142
2025,Maru,Zamfara,4.054790661,878,70
2025,Mashegu,Niger,3.81027489,804,56
2025,Mashi,Katsina,3.661947099,849,133
2025,Matazu,Katsina,4.344717277,881,52
2025,Mayo Belwa,Adamawa,2.943298068,806,123
2025,Mbaitoli,Imo,8.194155148,382,145
2025,Mbo,Akwa Ibom,4.820601225,301,148
2025,Michika,Adamawa,1.139418492,950,58
2025,Miga,Jigawa,3.74721409,991,200
2025,Mikang,Plateau,5.409393559,314,154
2025,Minjibir,Kano,4.401520292,538,155
2025,Misau,Bauchi,3.140160994,739,60
2025,Mkpat Enin,Akwa Ibom,5.593278628,765,174
2025,Moba,Ekiti,6.130894264,613,58
2025,Mobbar,Borno,1.393800431,695,76
2025,Mokwa,Niger,4.790049376,259,81
2025,Monguno,Borno,1.216374382,206,180
2025,Mopa Muro,Kogi,7.171750986,130,106
2025,Moro,Kwara,4.298967529,429,191
2025,Mubi North,Adamawa,1.095825213,500,182
2025,Mubi South,Adamawa,1.262601018,781,160
2025,Musawa,Katsina,4.416955709,951,172
2025,Mushin,Lagos,6.918204308,180,95
2025,Muya,Niger,5.264042568,807,176
2025,Nafada,Gombe,2.345159962,183,182
2025,Nangere,Yobe,2.616162026,977,82
2025,Nasarawa,Kano,4.033048153,238,86
2025,Nasarawa,Nasarawa,7.782216256,525,158
2025,Nasarawa Eggon,Nasarawa,6.825086486,831,83
2025,Ndokwa East,Delta,8.413791998,748,52
2025,Ndokwa West,Delta,8.467118225,538,157
2025,Nembe,Bayelsa,5.647936821,764,132
2025,Ngala,Borno,1.137862065,937,51
2025,Nganzai,Borno,1.339346468,771,102
2025,Ngaski,Kebbi,3.193242483,289,77
2025,Ngor Okpala,Imo,7.639370133,183,126
2025,Nguru,Yobe,2.748719839,289,155
2025,Ningi,Bauchi,4.321289215,199,138
2025,Njaba,Imo,8.348013878,534,86
2025,Njikoka,Anambra,8.917153835,338,85
2025,Nkanu East,Enugu,8.697310925,389,159
2025,Nkanu West,Enugu,8.86730406,808,72
2025,Nkwerre,Imo,8.720148087,420,147
2025,Nnewi North,Anambra,9.152824402,683,64
2025,Nnewi South,Anambra,8.887155533,258,74
2025,Nsit Atai,Akwa Ibom,5.559155583,657,111
2025,Nsit Ibom,Akwa Ibom,5.770541191,316,158
2025,Nsit Ubium,Akwa Ibom,5.366029944,504,82
2025,Nsukka,Enugu,9.127617564,466,188
2025,Numan,Adamawa,2.575763886,520,55
2025,Nwangele,Imo,8.140969515,839,115
2025,Obafemi Owode,Ogun,6.577773406,818,96
2025,Obanliku,Cross River,6.77919275,788,147
2025,Obi,Benue,8.450093943,497,98
2025,Obi,Nasarawa,7.143026121,377,105
2025,Obi Ngwa,Abia,7.090491685,474,81
2025,Obio-Akpor,Rivers,6.559505463,697,74
2025,Obokun,Osun,6.096387714,238,178
2025,Obot Akara,Akwa Ibom,6.847497887,815,154
2025,Obowo,Imo,7.804486275,875,93
2025,Obubra,Cross River,7.543307116,219,109
2025,Obudu,Cross River,7.261631797,540,88
2025,Odeda,Ogun,6.143630651,739,172
2025,Odigbo,Ondo,7.531624846,181,137
2025,Odo-Otin,Osun,5.496569497,790,184
2025,Odogbolu,Ogun,7.003167184,909,152
2025,Odukpani,Cross River,6.160411296,194,58
2025,Offa,Kwara,5.608521144,412,136
2025,Ofu,Kogi,9.110800726,183,116
2025,Ogba/Egbema/Ndoni,Rivers,7.836913216,460,193
2025,Ogbadibo,Benue,9.144539356,193,58
2025,Ogbaru,Anambra,8.713309586,571,64
2025,Ogbia,Bayelsa,6.152859623,931,158
2025,Ogbomosho North,Oyo,5.704520702,153,171
2025,Ogbomosho South,Oyo,4.835451126,227,171
2025,Ogo Oluwa,Oyo,5.334647076,558,117
2025,Ogoja,Cross River,7.647990011,624,80
2025,Ogori/Magongo,Kogi,8.340136846,207,124
2025,Ogu-Bolo,Rivers,5.649158955,967,58
2025,Ogun Waterside,Ogun,7.371411352,540,172
2025,Oguta,Imo,8.350058666,740,156
2025,Ohafia,Abia,7.563434381,707,59
2025,Ohaji/Egbema,Imo,7.887888653,820,50
2025,Ohaozara,Ebonyi,8.350573579,772,92
2025,Ohaukwu,Ebonyi,8.60857296,554,114
2025,Ohimini,Benue,8.802502346,589,82
2025,Oji River,Enugu,8.953196599,863,155
2025,Ojo,Lagos,6.543300271,692,160
2025,Oju,Benue,8.250200713,290,188
2025,Oke Ero,Kwara,6.206063679,825,56
2025,Okehi,Kogi,8.37097084,697,60
2025,Okene,Kogi,8.701905886,288,165
2025,Okigwe,Imo,8.508415063,746,101
2025,Okitipupa,Ondo,7.468414395,901,191
2025,Okobo,Akwa Ibom,5.299943288,348,80
2025,Okpe,Delta,7.856914717,516,77
2025,Okpokwu,Benue,8.87051164,486,143
2025,Okrika,Rivers,6.003671122,786,109
2025,Ola-Oluwa,Osun,5.777553992,696,130
2025,Olamaboro,Kogi,9.105479801,540,92
2025,Olorunda,Osun,5.615537405,569,189
2025,Olorunsogo,Oyo,3.914007929,394,170
2025,Oluyole,Oyo,6.489523482,124,50
2025,Omala,Kogi,8.515751902,602,68
2025,Omuma,Rivers,6.901035666,772,193
2025,Ona-Ara,Oyo,6.45499056,315,160
2025,Ondo East,Ondo,7.271857679,256,150
2025,Ondo West,Ondo,7.338064358,567,127
2025,Onicha,Ebonyi,8.41575076,908,93
2025,Onitsha North,Anambra,9.024620056,642,83
2025,Onitsha South,Anambra,9.137447119,148,102
2025,Onna,Akwa Ibom,5.16040659,516,182
2025,Opobo-Nkoro,Rivers,5.08986489,252,118
2025,Oredo,Edo,7.953707457,154,107
2025,Orelope,Oyo,3.660683648,889,170
2025,Orhionmwon,Edo,8.526726667,635,191
2025,Ori Ire,Oyo,4.670897423,844,152
2025,Oriade,Osun,6.764308657,959,115
2025,Orlu,Imo,8.566055107,361,165
2025,Orolu,Osun,5.499676069,242,133
2025,Oron,Akwa Ibom,5.282056093,355,129
2025,Orsu,Imo,8.460631371,729,181
2025,Oru East,Imo,8.43599844,727,87
2025,Oru West,Imo,8.735892534,553,122
2025,Oruk Anam,Akwa Ibom,5.991021037,282,69
2025,Orumba North,Anambra,8.902221333,350,63
2025,Orumba South,Anambra,8.906058448,701,77
2025,Ose,Ondo,8.248350278,672,81
2025,Oshimili North,Delta,9.048542798,796,167
2025,Oshimili South,Delta,9.143473434,498,179
2025,Oshodi-Isolo,Lagos,6.70306921,285,88
2025,Osisioma,Abia,7.105361859,538,150
2025,Osogbo,Osun,5.822339535,986,162
2025,Otukpo,Benue,8.581679117,183,146
2025,Ovia North-East,Edo,8.160414304,229,117
2025,Ovia South-West,Edo,7.852828,285,190
2025,Owan East,Edo,8.725111008,363,179
2025,Owan West,Edo,8.530033531,410,162
2025,Owerri Municipal,Imo,7.684779882,161,178
2025,Owerri North,Imo,7.837723792,537,67
2025,Owerri West,Imo,7.940023243,548,57
2025,Owo,Ondo,8.024264693,643,146
2025,Oye,Ekiti,6.75190169,599,138
2025,Oyi,Anambra,9.176925818,321,156
2025,Oyigbo,Rivers,6.244658709,314,177
2025,Oyo East,Oyo,5.699509837,307,193
2025,Oyo West,Oyo,5.079955628,190,99
2025,Oyun,Kwara,5.448425505,564,89
2025,Paikoro,Niger,5.562743634,920,160
2025,Pankshin,Plateau,5.269215049,159,149
2025,Patani,Delta,6.934548719,509,109
2025,Pategi,Kwara,6.203170984,421,83
2025,Port Harcourt,Rivers,6.364697774,715,193
2025,Potiskum,Yobe,2.41172564,167,150
2025,Qua'an Pan,Plateau,6.153979522,587,127
2025,Rabah,Sokoto,3.258351534,718,124
2025,Rafi,Niger,4.512554343,544,108
2025,Rano,Kano,4.550512678,495,110
2025,Remo North,Ogun,6.79125636,729,93
2025,Rijau,Niger,3.400005309,132,159
2025,Rimi,Katsina,3.841099867,400,157
2025,Rimin Gado,Kano,4.734905064,297,163
2025,Ringim,Jigawa,4.135916906,316,172
2025,Riyom,Plateau,5.456805459,931,71
2025,Rogo,Kano,4.748195923,118,178
2025,Roni,Jigawa,4.297620138,587,72
2025,Sabon Gari,Kaduna,4.646082401,755,126
2025,Sabon Birni,Sokoto,2.882186045,407,172
2025,Sabuwa,Katsina,4.620015683,758,86
2025,Safana,Katsina,4.095738681,189,149
2025,Sagbama,Bayelsa,7.080594963,104,125
2025,Sakaba,Kebbi,3.669788211,676,141
2025,Saki East,Oyo,3.801916599,595,157
2025,Saki West,Oyo,3.47489409,989,124
2025,Sandamu,Katsina,4.020665646,579,155
2025,Sanga,Kaduna,6.078994536,531,56
2025,Sapele,Delta,7.7448922,936,90
2025,Sardauna,Taraba,5.12620028,281,137
2025,Shagamu,Ogun,6.945671892,217,104
2025,Shagari,Sokoto,3.240884026,671,178
2025,Shanga,Kebbi,3.103041167,451,162
2025,Shani,Borno,1.927958224,519,198
2025,Shanono,Kano,4.445700439,722,109
2025,Shelleng,Adamawa,2.012862636,654,63
2025,Shendam,Plateau,5.84659942,582,105
2025,Shinkafi,Zamfara,3.409475931,222,120
2025,Shira,Bauchi,3.690506029,475,130
2025,Shiroro,Niger,4.824986236,715,168
2025,Shomgom,Gombe,2.856249994,664,149
2025,Somolu,Lagos,6.883597016,249,165
2025,Silame,Sokoto,2.921535464,556,55
2025,Soba,Kaduna,4.792309947,875,51
2025,Sokoto North,Sokoto,2.758535504,458,174
2025,Sokoto South,Sokoto,2.976008654,740,152
2025,Song,Adamawa,1.655741291,363,90
2025,Southern Ijaw,Bayelsa,5.739637057,268,139
2025,Sule Tankarkar,Jigawa,3.806756809,297,172
2025,Suleja,Niger,6.10027957,520,69
2025,Sumaila,Kano,4.479938626,314,109
2025,Suru,Kebbi,2.874047681,802,124
2025,Surulere,Lagos,6.68174994,395,56
2025,Surulere,Oyo,5.302171833,658,116
2025,Tafa,Niger,6.076686382,511,194
2025,Tafawa Balewa,Bauchi,4.551857589,759,74
2025,Tai,Rivers,6.143258095,902,114
2025,Takai,Kano,4.213530114,376,200
2025,Takum,Taraba,6.418299526,445,54
2025,Talata Mafara,Zamfara,3.765607956,999,136
2025,Tambuwal,Sokoto,3.053603508,888,164
2025,Tangaza,Sokoto,2.577295291,154,171
2025,Tarauni,Kano,4.688771725,657,73
2025,Tarka,Benue,7.677869976,819,61
2025,Tarmuwa,Yobe,1.980930829,452,84
2025,Taura,Jigawa,3.846052668,316,87
2025,Tofa,Kano,4.574276129,552,195
2025,Toro,Bauchi,4.495866341,409,138
2025,Toto,Nasarawa,7.869015273,595,126
2025,Toungo,Adamawa,4.061945316,831,192
2025,Tsafe,Zamfara,4.299054822,760,153
2025,Tsanyawa,Kano,4.437832862,848,151
2025,Tudun Wada,Kano,4.604492361,551,159
2025,Tureta,Sokoto,3.389352557,252,198
2025,Udenu,Enugu,9.122325611,320,72
2025,Udi,Enugu,9.052134185,304,93
2025,Udu,Delta,7.365594769,661,71
2025,Udung Uko,Akwa Ibom,5.19102478,359,142
2025,Ughelli North,Delta,7.904190889,989,66
2025,Ughelli South,Delta,7.352282445,708,60
2025,Ugwunagbo,Abia,6.82487545,620,200
2025,Uhunmwonde,Edo,8.688429869,827,122
2025,Ukanafun,Akwa Ibom,6.141433418,778,65
2025,Ukum,Benue,6.707597144,228,61
2025,Ukwa East,Abia,6.376345205,431,110
2025,Ukwa West,Abia,6.731925869,905,65
2025,Ukwuani,Delta,8.455246369,469,189
2025,Umu Nneochi,Abia,8.556062085,291,78
2025,Umuahia North,Abia,7.881106019,840,193
2025,Umuahia South,Abia,7.712057495,935,151
2025,Ungogo,Kano,4.328075916,777,166
2025,Onuimo,Imo,8.317672968,635,130
2025,Uruan,Akwa Ibom,5.877703493,308,153
2025,Urue Offong/Oruko,Akwa Ibom,4.821663062,299,123
2025,Ushongo,Benue,7.530251143,796,186
2025,Ussa,Taraba,6.381307493,646,188
2025,Uvwie,Delta,7.887441254,880,134
2025,Uyo,Akwa Ibom,5.956743336,866,161
2025,Uzo Uwani,Enugu,9.429158112,673,195
2025,Vandeikya,Benue,7.515090886,768,156
2025,Wamako,Sokoto,2.906533684,405,195
2025,Wamba,Nasarawa,6.275512858,483,189
2025,Warawa,Kano,4.315642118,687,58
2025,Warji,Bauchi,3.797882004,350,172
2025,Warri North,Delta,7.481892664,339,62
2025,Warri South,Delta,7.486193681,344,147
2025,Warri South West,Delta,7.283103869,553,178
2025,Wasagu/Danko,Kebbi,3.625787408,699,111
2025,Wase,Plateau,4.722096448,113,78
2025,Wudil,Kano,4.375461413,830,176
2025,Wukari,Taraba,6.272030942,485,164
2025,Wurno,Sokoto,2.885451674,505,183
2025,Wushishi,Niger,4.675288662,792,174
2025,Yabo,Sokoto,2.934798928,483,189
2025,Yagba East,Kogi,6.843460937,329,130
2025,Yagba West,Kogi,6.347446794,375,124
2025,Yakuur,Cross River,7.467232159,328,87
2025,Yala,Cross River,7.935510904,486,97
2025,Yamaltu/Deba,Gombe,2.23567429,659,129
2025,Yankwashi,Jigawa,3.982537627,155,74
2025,Yauri,Kebbi,3.275243402,935,150
2025,Yenagoa,Bayelsa,6.988537266,420,126
2025,Yola North,Adamawa,2.190511346,679,107
2025,Yola South,Adamawa,2.283599533,698,75
2025,Yorro,Taraba,3.358684348,128,141
2025,Yunusari,Yobe,1.746204886,927,121
2025,Yusufari,Yobe,2.240711676,115,143
2025,Zaki,Bauchi,3.120989821,915,65
2025,Zango,Katsina,3.769059226,491,166
2025,Zangon Kataf,Kaduna,5.485862781,755,178
2025,Zaria,Kaduna,4.78584605,615,126
2025,Zing,Taraba,3.135966344,113,118
2025,Zurmi,Zamfara,3.67923784,456,75
2025,Zuru,Kebbi,3.500072328,745,179
2026,Aba North,Abia,7.472058773,366,65
2026,Aba South,Abia,6.53701973,117,88
2026,Abadam,Borno,1.053602715,219,138
2026,Abaji,Federal Capital Territory,6.742157647,124,200
2026,Abak,Akwa Ibom,6.321795327,150,165
2026,Abakaliki,Ebonyi,8.123824269,307,195
2026,Abeokuta North,Ogun,6.113705905,418,118
2026,Abeokuta South,Ogun,5.698970795,481,163
2026,Abi,Cross River,7.761151685,540,156
2026,Aboh Mbaise,Imo,7.866608143,189,140
2026,Abua/Odual,Rivers,6.647350053,250,155
2026,Abuja Municipal,Federal Capital Territory,6.715357908,572,159
2026,Adavi,Kogi,8.459500446,581,135
2026,Ado,Benue,8.701397896,803,150
2026,Ado-Odo/Ota,Ogun,6.414816942,956,165
2026,Ado Ekiti,Ekiti,6.999578754,308,91
2026,Afijio,Oyo,5.620870018,856,142
2026,Afikpo North,Ebonyi,7.86693791,487,133
2026,Afikpo South,Ebonyi,8.018816434,609,104
2026,Agaie,Niger,6.202796836,349,138
2026,Agatu,Benue,8.389613062,142,90
2026,Agege,Lagos,6.442660809,483,101
2026,Aguata,Anambra,8.695756435,173,145
2026,Agwara,Niger,3.054871948,275,145
2026,Ahiazu Mbaise,Imo,8.037638783,968,64
2026,Ahoada East,Rivers,7.036919074,114,89
2026,Ahoada West,Rivers,7.044269187,169,113
2026,Ayedaade,Osun,6.675710182,557,157
2026,Ayedire,Osun,6.104134321,702,197
2026,Gbonyin,Ekiti,7.538561412,923,173
2026,Ajaokuta,Kogi,8.773049427,571,189
2026,Ajeromi-Ifelodun,Lagos,6.486336112,656,111
2026,Ajingi,Kano,4.22431759,457,76
2026,Akamkpa,Cross River,6.235015921,732,152
2026,Akinyele,Oyo,5.91246451,631,171
2026,Akko,Gombe,2.781892131,339,154
2026,Akoko Edo,Edo,8.541468956,192,195
2026,Akoko North-East,Ondo,8.021670862,608,195
2026,Akoko North-West,Ondo,7.779663301,991,164
2026,Akoko South-East,Ondo,8.174344182,767,53
2026,Akoko South-West,Ondo,7.891154259,725,111
2026,Akpabuyo,Cross River,5.082055969,306,128
2026,Akuku-Toru,Rivers,5.704793244,124,151
2026,Akure North,Ondo,7.562004452,792,113
2026,Akure South,Ondo,7.34193635,355,184
2026,Akwanga,Nasarawa,6.503370777,978,119
2026,Albasu,Kano,4.274918699,566,50
2026,Aleiro,Kebbi,2.943720889,223,101
2026,Alimosho,Lagos,6.610843931,450,191
2026,Alkaleri,Bauchi,3.522338327,820,156
2026,Amuwo-Odofin,Lagos,6.629223267,839,81
2026,Anambra East,Anambra,9.215484089,730,120
2026,Anambra West,Anambra,9.194920803,873,140
2026,Anaocha,Anambra,8.883619308,885,142
2026,Andoni,Rivers,5.295978403,361,152
2026,Aninri,Enugu,8.489166935,660,61
2026,Aniocha North,Delta,9.086099216,212,86
2026,Aniocha South,Delta,8.912688946,636,150
2026,Anka,Zamfara,3.73294619,972,183
2026,Ankpa,Kogi,8.912982986,153,156
2026,Apa,Benue,8.544354057,973,118
2026,Apapa,Lagos,6.602909565,653,72
2026,Ardo Kola,Taraba,3.815363134,980,99
2026,Arewa,Kebbi,2.621886392,250,149
2026,Argungu,Kebbi,2.852814768,611,189
2026,Arochukwu,Abia,7.494904393,764,70
2026,Asa,Kwara,4.743634091,852,101
2026,Asari-Toru,Rivers,6.365344286,628,74
2026,Askira/Uba,Borno,1.256898974,536,95
